ID,Name,Age,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance
0x20ae,Oreskovicb,52,38175.39,3287.2825,1,2,7,3,"Personal Loan, Personal Loan, and Debt Consolidation Loan",-1,8_,11.81,5,Good,315.36,34.96483737,NA,NM,69.05565634,105.2081816,Low_spent_Medium_value_payments,434.4644121
0x20ba,Peterw,22,116594.91,9836.2425,5,6,10,2,"Not Specified, and Mortgage Loan",10,4,8.47,0,Good,1124.02,35.99807686,29 Years and 10 Months,No,171.0770243,893.596334,Low_spent_Large_value_payments,188.9508917
0x2102,Sarah Whited,41,82289.36,6951.446667,8,8,22,5,"Mortgage Loan, Payday Loan, Mortgage Loan, Student Loan, and Credit-Builder Loan",27,16,20.75,12,Bad,4736.25,39.28209454,9 Years and 7 Months,Yes,240.7514411,,Low_spent_Medium_value_payments,367.2028557
0x210e,Catherine Bosleyn,39,7792.475,573.3729167,6,7,16,7,"Personal Loan, Student Loan, Payday Loan, Student Loan, Student Loan, Debt Consolidation Loan, and Debt Consolidation Loan",11,18_,19.6,10,Standard,2041.74,39.44883806,15 Years and 6 Months,Yes,42.0997216,46.39288081,Low_spent_Small_value_payments,258.8446893
0x211a,Annikam,37,65778.22,5561.518333,5,3,11,4_,"Mortgage Loan, Personal Loan, Payday Loan, and Credit-Builder Loan",24,16,11.6,6,_,705.44,40.57694477,NA,No,172.5305333,94.10459901,High_spent_Medium_value_payments,539.516701
0x2126,Tom Halsb,44,12016,729.3333333,6,3,14,3_,"Not Specified, Mortgage Loan, and Auto Loan",27,9,_,0,Standard,583.27,26.17403056,30 Years and 9 Months,Yes,20.74354374,31.84676502,Low_spent_Small_value_payments,310.3430246
0x2133,Kentaros,51,19180.87,1688.405833,8,4,18,4,"Debt Consolidation Loan, Auto Loan, Payday Loan, and Payday Loan",5,17,4.32,6,Standard,1127.57,38.45471337,NA,No,57.36421101,20.49324516,High_spent_Large_value_payments,330.9831272
0x213e,Ransdellj,31,60552.76,4950.063333,3,7,12,-100,"Mortgage Loan, Home Equity Loan, and Auto Loan",26,13,14.72,4,Good,463.07,37.60478847,19 Years and 5 Months,No,111.7288201,,Low_spent_Medium_value_payments,152.1348491
0x214a,ray,41,44386.47,3703.8725,10,6,26,9,"Payday Loan, Payday Loan, Debt Consolidation Loan, Not Specified, Not Specified, Debt Consolidation Loan, Payday Loan, Credit-Builder Loan, and Auto Loan",34,24,-0.05,12,Bad,1275.46,35.49249098,9 Years and 7 Months,Yes,298.8485303,70.20380897,High_spent_Medium_value_payments,251.3349107
0x2156,Palmers,40,9141.63,797.8025,9,6,33,5,"Mortgage Loan, Student Loan, Payday Loan, Debt Consolidation Loan, and Auto Loan",59,17,0.8,13,Bad,2506.45,29.59447637,16 Years and 9 Months,NM,27.80112878,40.85980986,High_spent_Small_value_payments,271.1193114
0x2162,Mariannae,36_,11245.11,1173.0925,3,6,11,0,,12,13,8.01,1,Standard,169.86,27.2950487,NA,NM,0,26.09490436,High_spent_Small_value_payments,351.2143456
0x216e,Sullivang,40,98197.74,8005.145,5,1084,6,3,"Mortgage Loan, Student Loan, and Payday Loan",26,8,9.09,7,Standard,627.5,40.95895238,25 Years and 1 Months,No,138.5419769,187.5615131,High_spent_Large_value_payments,714.4110101
0x217a,Michael Avokf,21,30197.28_,2594.44,5,7,14,4,"Home Equity Loan, Mortgage Loan, Payday Loan, and Home Equity Loan",20,13,17,5,Standard,811.08,34.68616253,11 Years and 3 Months,Yes,57.08103771,214.3460612,Low_spent_Small_value_payments,278.016901
0x2186,Markx,19,31633.54,2930.128333,1,5,8,3,"Credit-Builder Loan, Personal Loan, and Mortgage Loan",5,7,9.7,4,Good,846.45,38.55651452,22 Years and 4 Months,No,50.76844004,257.4608485,Low_spent_Medium_value_payments,264.7835448
0x2192,Caroline Valetkevitchr,32,118172.64,9449.416386,0,2,3,4,"Home Equity Loan, Payday Loan, Auto Loan, and Auto Loan",8,8,5.71,1,Good,701.27,22.3043888,16 Years and 11 Months,No,850.1719107,__10000__,Low_spent_Large_value_payments,49.41412237
0x219e,Lynchj,35,19623.18,1806.265,9,8,26,2,"Debt Consolidation Loan, and Auto Loan",17,14,8.26,16,Standard,1369.54,39.53061069,8 Years and 3 Months,NM,19.7587278,204.3737883,Low_spent_Small_value_payments,246.4939839
0x21aa,Lawrence Whitec,32,63197.26,5042.438333,6,3,13,3,"Debt Consolidation Loan, Student Loan, and Student Loan",15,15,13.43,12,Standard,1435.94,31.90326504,24 Years and 3 Months,NM,148.4745434,__10000__,High_spent_Medium_value_payments,511.8927431
0x21b6,Claren,36,10007.815,757.9845833,4,4,8,7,"Student Loan, Personal Loan, Auto Loan, Payday Loan, Credit-Builder Loan, Credit-Builder Loan, and Not Specified",11,8,17.16,7,_,2195.63,34.04753008,20 Years and 3 Months,NM,55.9509731,93.3072449,Low_spent_Small_value_payments,216.5402403
0x21c3,Norihiko Shirouzun,-500,121688.04,10006.67,7,3,12,4,"Personal Loan, Mortgage Loan, Not Specified, and Payday Loan",20,17,0.66,4,Standard,54.68,36.94548236,26 Years and 6 Months,No,288.6654547,318.115672,Low_spent_Medium_value_payments,673.8858733
0x21ce,Bakerz,22,31069.32,,2,3,12,2,"Auto Loan, and Student Loan",14,2,7.78,7,_,343.6,39.69655947,19 Years and 7 Months,NM,34.16860445,51.04118579,High_spent_Small_value_payments,410.9012098
0x21db,Suvashree Deyw,39,72241.02,5751.085,8,4,4,1,Payday Loan,35,12,0.67,7,_,843.44,38.53647171,29 Years and 7 Months,NM,39.80832826,148.5586005,High_spent_Large_value_payments,626.7415712
0x21e7,Laurens,25_,7612.725,928.39375,8,5,16,6,"Mortgage Loan, Payday Loan, Student Loan, Debt Consolidation Loan, Home Equity Loan, and Personal Loan",60,27,6.06,13,Bad,1514.74,40.56061064,9 Years and 2 Months,Yes,27.52282261,44.31656705,High_spent_Small_value_payments,280.9999853
0x21f2,Sinead Carewx,47,16953.985,1684.832083,4,5,4,2,"Auto Loan, and Personal Loan",1,3,10.64,5,Good,554.48,24.0902473,28 Years and 0 Months,No,18.28600919,52.94035749,High_spent_Small_value_payments,357.2568417
0x21fe,Zhdannikovi,22,125508.36,10559.03,2,3,5,4_,"Mortgage Loan, Student Loan, Debt Consolidation Loan, and Student Loan",2,7,3.57,3,Good,505.14,28.92271742,33 Years and 4 Months,No,30169,124.7292382,High_spent_Large_value_payments,865.8709268
0x220a,Anna Yukhananovm,16,7495.305,496.686364,6,5,28,4,"Debt Consolidation Loan, Payday Loan, Credit-Builder Loan, and Student Loan",23,14,17.12,13,Standard,2354.21,27.68235412,NA,Yes,53.07990233,48.41119935,Low_spent_Medium_value_payments,268.7921594
0x2216,Sarahr,15,35133.49,2883.790833,4,4,2716,3_,"Home Equity Loan, Mortgage Loan, and Student Loan",16,12,7.29,4,_,586.6,36.175474,29 Years and 0 Months,Yes,45.89291064,293.0593174,Low_spent_Small_value_payments,239.4268553
0x2222,Annab,49,16866.5,,4,4,19,1,Home Equity Loan,27,15,1.31,6,Standard,1385.89,32.21117855,29 Years and 0 Months,No,8.540130456,61.08613083,Low_spent_Small_value_payments,381.9279054
0x222e,Alpere,33,18969.19,1849.765833,1,7,8,0,,10,9,3.36,4,_,54.82,40.14950624,23 Years and 9 Months,No,0,186.9110364,Low_spent_Small_value_payments,288.0655469
0x223a,Melanie Leer,55,36154.19,3247.849167,5,3,3,2,"Credit-Builder Loan, and Not Specified",9,8,4.39,2,_,651.85,28.10892316,19 Years and 11 Months,No,30.64502724,171.2374876,High_spent_Small_value_payments,382.9024018
0x2246,Glenn Somervilleo,32,51113.85,4356.4875,7,9,30,9,"Auto Loan, Credit-Builder Loan, Home Equity Loan, Not Specified, Student Loan, Payday Loan, Home Equity Loan, Auto Loan, and Student Loan",33,25,20.82,9,Bad,3164.78,27.03622399,NA,Yes,214.8438774,__10000__,!@9#%8,310.395744
0x2252,Peterd,18,18784.88,1371.406667,8,488,26,7,"Payday Loan, Student Loan, Debt Consolidation Loan, Debt Consolidation Loan, Payday Loan, Student Loan, and Personal Loan",8,18,17.08,536,Standard,2076.13,33.29325209,18 Years and 6 Months,Yes,108.0336712,178.0978378,!@9#%8,141.0091576
0x225e,Lawdert,47,49889.38,4359.448333,6,7,8,0,,6,17,5.12,7,Good,1450.37,29.81954025,28 Years and 1 Months,No,0,447.844439,Low_spent_Small_value_payments,278.1003943
0x226a,Ilainaj,14,29233.34,2637.111667,6,4,17,3,"Student Loan, Debt Consolidation Loan, and Payday Loan",9,13,8.9,5,_,96.31,41.14325845,10 Years and 0 Months,Yes,50.71445532,105.1196023,Low_spent_Medium_value_payments,387.8771091
0x2276,Andrea Shalal-Esag,40,28922.03,,2,7,1,0,,19,4,11.99,3,Good,1329.59,37.97917269,33 Years and 5 Months,No,0,167.5885997,High_spent_Small_value_payments,347.2283169
0x2282,Dan Levined,40_,20742.46,1801.538333,5,4,8,5,"Home Equity Loan, Mortgage Loan, Mortgage Loan, Not Specified, and Student Loan",14,19,16,12,Standard,1319.87,27.32183678,16 Years and 10 Months,Yes,60.06611256,23.23357854,High_spent_Medium_value_payments,346.8541422
0x228e,Basesn,35,55719.18,4689.265,8,1438,18,5,"Auto Loan, Home Equity Loan, Auto Loan, Home Equity Loan, and Payday Loan",41,22,32.82,6,Bad,4090.5,29.93183027,14 Years and 3 Months,NM,130.4684033,91.67561896,High_spent_Medium_value_payments,496.7824777
0x229a,Poornima Guptax,17,55558.71,4336.8925,10,5,32,7,"Not Specified, Payday Loan, Mortgage Loan, Not Specified, Payday Loan, Home Equity Loan, and Debt Consolidation Loan",21,18,23.59,13,Bad,4196.17,37.71862234,14 Years and 0 Months,NM,210.1897087,98.45269481,High_spent_Medium_value_payments,375.0468465
0x22a6,Andreasf,25,33447.42,2859.285,8,5,13,3,"Credit-Builder Loan, Mortgage Loan, and Auto Loan",6,10,18.88,7,Standard,1571.52,33.2688957,13 Years and 0 Months,Yes,60.5135673,__10000__,High_spent_Large_value_payments,441.5116154
0x22b2,orv,27,34841.87,,1,7,1,2,"Payday Loan, and Auto Loan",1,,2.24,6,Good,142.05,29.78075665,31 Years and 3 Months,No,33.36609811,98.19707472,!@9#%8,420.9857438
0x22be,Ben Hirschlerq,36,17655.43,1530.285833,8,10,34,6,"Credit-Builder Loan, Auto Loan, Home Equity Loan, Not Specified, Debt Consolidation Loan, and Student Loan",60,26,24.49,10,_,2725.14,25.87599625,9 Years and 1 Months,Yes,82.65421881,139.5076531,Low_spent_Small_value_payments,220.8667114
0x22ca,Damounid,30,7103.035,725.9195833,6,5,28,6,"Personal Loan, Not Specified, Personal Loan, Personal Loan, Credit-Builder Loan, and Debt Consolidation Loan",55,10,11.95,7,Standard,2114.92,30.23489915,13 Years and 3 Months,Yes,80087,__10000__,Low_spent_Small_value_payments,279.7339878
0x22d6,Katharina Bartn,40,63101.14,5246.428333,3,4,3,4,"Payday Loan, Home Equity Loan, Debt Consolidation Loan, and Student Loan",2,9,9.19,5,Good,64.53,27.73971908,17 Years and 1 Months,No,170.5429655,118.0828298,High_spent_Large_value_payments,476.017038
0x22e2,Lopezl,16,33453.08,,10,10,23,2,"Not Specified, and Debt Consolidation Loan",18,8,9.3,8,Standard,1498.09,36.71382698,12 Years and 6 Months,Yes,30.75983367,151.7920653,Low_spent_Large_value_payments,353.3237677
0x22ef,Lawrencef,43,83845.7_,6958.141667,5,7,4,2,"Credit-Builder Loan, and Auto Loan",8,11,3.59,1319,Good,49.6,32.95059403,25 Years and 8 Months,No,107.3811304,182.7522839,High_spent_Medium_value_payments,655.6807523
0x22fa,Shalal-Esaf,36,108415,8848.583333,3,5,16,1,Not Specified,13,17,16.33,6,Standard,1075.84,27.67754409,27 Years and 6 Months,Yes,76.85756306,671.1442121,Low_spent_Medium_value_payments,416.8565582
0x2306,Carewl,52_,32663.41,2879.950833,1,1279,3,4,"Personal Loan, Mortgage Loan, Not Specified, and Home Equity Loan",8,7,8.28,2,Good,1067.3,26.70511085,17 Years and 0 Months,No,55.40536574,44.54892862,High_spent_Medium_value_payments,438.040789
0x2312,Daniel Flynnu,45,132537.24,,3,2,12,1,Mortgage Loan,8,0,0.69,1,Good,382.04,37.66506681,30 Years and 1 Months,NM,780.3175743,523.1321581,Low_spent_Medium_value_payments,779.5346921
0x231e,Yaog,31,17850.56,1391.546667,8,5,18,9,"Mortgage Loan, Not Specified, Credit-Builder Loan, Auto Loan, Payday Loan, Credit-Builder Loan, Home Equity Loan, Debt Consolidation Loan, and Mortgage Loan",25,,7.11,11,_,3380.69,25.9633854,8 Years and 4 Months,Yes,127.2236916,31.75089708,!@9#%8,220.180078
0x232a,ernardot,33,15713.83,1313.485833,7,8,23,2,"Home Equity Loan, and Credit-Builder Loan",46,11,12.39,7,Standard,2271.53,21.96173111,11 Years and 1 Months,Yes,20.30880921,87.6553465,High_spent_Small_value_payments,283.3844276
0x2336,Nate Raymondd,31,62050.89,5386.9075,8,7,22,7,"Personal Loan, Credit-Builder Loan, Student Loan, Student Loan, Credit-Builder Loan, Student Loan, and Home Equity Loan",18,22,9.95,13,Bad,4293.32,34.74182712,6 Years and 1 Months,NM,286.959221,417.9659456,Low_spent_Large_value_payments,103.7655834
0x234e,Huww,38,12070.845,1088.90375,8,5,8,4,"Student Loan, Home Equity Loan, Payday Loan, and Home Equity Loan",17,12,2.96,4,Standard,759.86,39.57688699,28 Years and 11 Months,Yes,31.3499696,52.03071644,Low_spent_Small_value_payments,315.509689
0x235a,Huntt,22,38539.57,3438.630833,4,2,3,1_,Mortgage Loan,4,3,11.42,0,Good,526.62,31.51223245,30 Years and 3 Months,No,22.68327917,379.5153437,!@9#%8,231.6644605
0x2366,Ernest Schuyderl,47,48411.24_,4306.27,8,3,3,4,"Mortgage Loan, Home Equity Loan, Home Equity Loan, and Mortgage Loan",18,11,4.04,3,Good,821.27,34.22646458,18 Years and 11 Months,No,82.22147115,48.28938005,High_spent_Medium_value_payments,550.1161488
0x2372,James Pomfretu,24,47275.96,4238.663333,6,3,4,4,"Payday Loan, Auto Loan, Personal Loan, and Credit-Builder Loan",17,20,9.43,3,Good,302.1,30.28478061,NA,No,121.9288772,105.6100886,High_spent_Medium_value_payments,446.3273675
0x237f,Levinec,43,30232.28,2342.356667,5,3,4,4,"Mortgage Loan, Mortgage Loan, Mortgage Loan, and Credit-Builder Loan",0,1,4.94,2,Good,1483.59,31.09811548,32 Years and 2 Months,No,98.46945408,79.23190882,High_spent_Small_value_payments,316.5343038
0x238a,Emilym,28_,33314.96_,2955.246667,10,5,18,7,"Mortgage Loan, Student Loan, Auto Loan, Student Loan, Not Specified, Mortgage Loan, and Student Loan",29,,16.82,,Bad,3271.84,34.90154582,NA,Yes,98.19308987,133.9456896,High_spent_Small_value_payments,323.3858872
0x2396,Reiji Muraio,45,7599.035,,7,9,27,6,"Personal Loan, Payday Loan, Home Equity Loan, Payday Loan, Mortgage Loan, and Credit-Builder Loan",35,22,9.48,8,Bad,2198.82,25.08890642,18 Years and 0 Months,NM,29.39552203,74.92612277,Low_spent_Large_value_payments,255.5036469
0x23a2,Blamontg,19,97640.4,8034.7,5,7,6,4,"Auto Loan, Auto Loan, Student Loan, and Credit-Builder Loan",19,14,9.86,4,_,80.5,39.95565106,11 Years and 6 Months,Yes,259.8059369,322.6151012,!@9#%8,501.048962
0x23af,Jonathanq,34,75881.16,6535.43,10,6,16,6,"Credit-Builder Loan, Debt Consolidation Loan, Personal Loan, Payday Loan, Payday Loan, and Student Loan",32,16,9.94,11,Bad,2321.23,30.89219458,10 Years and 11 Months,Yes,232.3847176,512.3463177,Low_spent_Small_value_payments,198.8119648
0x23ba,Mark Shades,29_,36490.98,2828.915,4,5,8,4,"Payday Loan, Debt Consolidation Loan, Not Specified, and Personal Loan",21,20,9.75,12,Standard,581.05,25.53328519,12 Years and 5 Months,Yes,92.35158352,226.112363,Low_spent_Small_value_payments,254.4275534
0x23c6,Fooa,19,30743.6,,5,4,5,1,Debt Consolidation Loan,24,13,14.76,5,Standard,401.53,37.38929801,7 Years and 11 Months,Yes,20.42494218,297.9868479,!@9#%8,227.3848765
0x23d3,Henryh,22,177150.4,14710.53333,2,6,6,4,"Auto Loan, Mortgage Loan, Credit-Builder Loan, and Home Equity Loan",5,9,1.47,4,Good,429.86,31.76592203,21 Years and 10 Months,No,472.2784577,387.4360603,!@9#%8,861.3388153
0x23de,Rucinskiw,26,110264,9225.666667,8,6,19,7,"Home Equity Loan, Not Specified, Home Equity Loan, Home Equity Loan, Debt Consolidation Loan, Debt Consolidation Loan, and Mortgage Loan",26,1230,18.6,12,_,642.65,36.32552556,13 Years and 4 Months,NM,364.2904002,158.3090006,High_spent_Large_value_payments,639.9672659
0x23ea,Leikau,14,32128.24,2693.353333,6,4,12,7,"Mortgage Loan, Personal Loan, Mortgage Loan, Mortgage Loan, Payday Loan, Home Equity Loan, and Debt Consolidation Loan",19,20,10.61,8,Standard,465.04,27.50660622,7 Years and 9 Months,Yes,103.4562133,38.12733792,High_spent_Medium_value_payments,377.7517822
0x23f6,Clareb,451,151722.56,12352.54667,5,5,2,2,"Auto Loan, and Student Loan",14,6,2.89,1,_,218.25,35.32648313,22 Years and 1 Months,No,164.9520794,225.5041584,High_spent_Medium_value_payments,1094.798429
0x2402,Araxiab,27,62316.63,4895.0525,8,4,7,2,"Payday Loan, and Debt Consolidation Loan",12,11_,-3.06,5,Standard,417.27,36.2707621,26 Years and 11 Months,No,14483,__10000__,High_spent_Medium_value_payments,501.3764953
0x240e,Rie Ishigurot,44,19310.62,,9,6,34,5,"Debt Consolidation Loan, Mortgage Loan, Student Loan, Auto Loan, and Payday Loan",47,9,12.87,11,_,1306.08,30.02269137,10 Years and 4 Months,NM,238.490291,65.0241006,High_spent_Small_value_payments,286.6326366
0x241a,Euan Rochai,47,94511.79,7717.9825,5,3,9,0,,1,8,7.29,0,Good,1315.6,39.91268232,18 Years and 10 Months,No,0,684.5695961,Low_spent_Medium_value_payments,367.2286539
0x2426,Matthiasr,50,96275.84,8101.986667,6,6,19,1,Not Specified,7,18,6.94,5,_,999.36,36.56316056,26 Years and 10 Months,Yes,64.96133685,__10000__,High_spent_Small_value_payments,847.8068223
0x2432,Julien Toyerb,36,57219.92,,8,6,33,6,"Student Loan, Not Specified, Home Equity Loan, Not Specified, Personal Loan, and Personal Loan",16,,19.25,13,Bad,4935.76,38.0650392,3 Years and 9 Months,Yes,159.2958242,110.3340544,High_spent_Small_value_payments,441.5027881
0x243e,McLeodc,31,80591.2,6453.933333,4,4,32,2,"Student Loan, and Auto Loan",30,8,9.62,8,_,2024.84,33.72943238,13 Years and 10 Months,Yes,97.89725769,149.2997656,High_spent_Large_value_payments,638.19631
0x244a,Barberm,31,73434.92,5849.576667,1,5,5,4,"Payday Loan, Credit-Builder Loan, Auto Loan, and Personal Loan",6,0,11.93,0,_,192.45,27.28348295,16 Years and 3 Months,No,214.4301784,230.6479948,High_spent_Small_value_payments,399.8794935
0x2456,Investment Correspondentu,21,53916.84,4735.07,8,7,28,8,"Home Equity Loan, Auto Loan, Personal Loan, Auto Loan, Mortgage Loan, Mortgage Loan, Personal Loan, and Home Equity Loan",57,4318,2.99,6,Bad,2560.45,33.33902181,5 Years and 1 Months,Yes,300.2300406,__10000__,High_spent_Medium_value_payments,292.5453738
0x2462,Ridleyc,35,53071.47,4656.6225,8,5,21,8,"Student Loan, Student Loan, Mortgage Loan, Payday Loan, Home Equity Loan, Mortgage Loan, Credit-Builder Loan, and Student Loan",44,21,8.05,10,Bad,1740.38,37.57338195,19 Years and 3 Months,Yes,208.483448,55.29375018,High_spent_Large_value_payments,441.8850518
0x246f,Paulr,42,69692.16,6034.68,9,5,32,7,"Personal Loan, Personal Loan, Auto Loan, Debt Consolidation Loan, Mortgage Loan, Auto Loan, and Personal Loan",15,23,_,9,Bad,2128.87,35.18065549,13 Years and 6 Months,Yes,395.8793931,,Low_spent_Medium_value_payments,
0x247a,da Costaa,34,15735.68,1043.306667,3,6,7,2,"Personal Loan, and Student Loan",19,12,16.08,7,_,1574.91,38.15447692,9 Years and 6 Months,Yes,21.35618485,58.69214753,Low_spent_Small_value_payments,314.2823343
0x2486,Johnm,32,20502.64,,8,1369,28,8,"Home Equity Loan, Auto Loan, Personal Loan, Personal Loan, Mortgage Loan, Auto Loan, Debt Consolidation Loan, and Personal Loan",19,18,25.18,15,Bad,4182.21,28.48543628,2 Years and 1 Months,NM,87.46214102,63.42349717,Low_spent_Small_value_payments,297.9696951
0x2492,Vinocurw,54,55662.64,4900.553333,4,6,6,3,"Student Loan, Credit-Builder Loan, and Credit-Builder Loan",27,19,11.06,2,Standard,1078.02,37.29149672,23 Years and 0 Months,NM,90.94994557,249.6830535,Low_spent_Large_value_payments,419.4223343
0x249f,Hudsonl,20,19758.84,1901.57,7,5,32,8,"Auto Loan, Credit-Builder Loan, Home Equity Loan, Debt Consolidation Loan, Mortgage Loan, Home Equity Loan, Auto Loan, and Not Specified",47,24,2.76,14,Bad,1352.88,40.16214462,15 Years and 7 Months,Yes,71.69473985,__10000__,High_spent_Large_value_payments,330.2132923
0x24aa,Chuckl,27,55000.62,4526.385,3,6,12,0,,18,16,0.88,0,Standard,815.35,42.20412661,16 Years and 7 Months,No,0,__10000__,Low_spent_Small_value_payments,563.0073716
0x24b6,Jennifer Ablans,17,10352.745,,3,5,6,7,"Personal Loan, Mortgage Loan, Student Loan, Personal Loan, Debt Consolidation Loan, Mortgage Loan, and Debt Consolidation Loan",29,17,15.99,8,Standard,343.41,34.44205832,5 Years and 9 Months,Yes,36.62937698,46.58113996,Low_spent_Small_value_payments,292.9623581
0x24c2,Horowitzq,34,50811.27,4387.2725,6,4,20,3,"Home Equity Loan, Student Loan, and Credit-Builder Loan",18,14,8.01,5,Standard,1274.59,28.74768173,6 Years and 5 Months,Yes,107.3294636,171.184497,High_spent_Medium_value_payments,410.2132894
0x24ce,John McCrankq,28,59448.04,,9,7,23,6,"Auto Loan, Debt Consolidation Loan, Debt Consolidation Loan, Credit-Builder Loan, Credit-Builder Loan, and Home Equity Loan",35,21,6.05,6,_,3825.82,25.93169535,14 Years and 0 Months,Yes,714.4760346,193.6464991,High_spent_Medium_value_payments,359.5194031
0x24da,Melissaj,47,18549.28_,1698.773333,4,4,6,0,,15,0_,3.22,0,Good,1247.3,31.42297071,20 Years and 7 Months,No,0,145.4456307,!@9#%8,304.4317026
0x24e6,Choe,50,134810.13,,5,7,6,2,"Payday Loan, and Auto Loan",2,0,10.54,9,Good,744.97,40.71577512,32 Years and 9 Months,No,199.8420985,897.5179587,Low_spent_Large_value_payments,272.4576928
